id_text,id_word,Text
UntN TZ 1,UntN_TZ_1_00073,ku-tu4-un
UntN TZ 1,UntN_TZ_1_00074,su-un-ki-ir
UntN TZ 1,UntN_TZ_1_00075,ha-ta-am-ti-ir
UntN TZ 1,UntN_TZ_1_00076,an-ka
UntN TZ 1,UntN_TZ_1_00077,ru-ri-na
UntN TZ 1,UntN_TZ_1_00078,a-ak
UntN TZ 1,UntN_TZ_1_00079,mi-ši-ma-na
UntN TZ 1,UntN_TZ_1_00080,ku-ur-ru
UntN TZ 1,UntN_TZ_1_00081,ku-du-ni
UntN TZ 1,UntN_TZ_1_00082,a-ak
UntN TZ 1,UntN_TZ_1_00083,hi-iš
UntN TZ 1,UntN_TZ_1_00084,(m)un-taš-dingir-gal-me
UntN TZ 1,UntN_TZ_1_00085,a-ha
UntN TZ 1,UntN_TZ_1_00086,ta-aš2-ni
UntN TZ 2,UntN_TZ_2_00001,u2
UntN TZ 2,UntN_TZ_2_00002,(m)un-taš-dingir-gal
UntN TZ 2,UntN_TZ_2_00003,ša-ak
UntN TZ 2,UntN_TZ_2_00004,(md)hu-ban-nu-me-na-gi
UntN TZ 2,UntN_TZ_2_00005,su-un-ki-ik
UntN TZ 2,UntN_TZ_2_00006,an-za-an
UntN TZ 2,UntN_TZ_2_00007,šu-šu-un-ka
UntN TZ 2,UntN_TZ_2_00008,u2-pa-at
UntN TZ 2,UntN_TZ_2_00009,la-an-si-ti-ip-pa
UntN TZ 2,UntN_TZ_2_00010,te-pu-uh
UntN TZ 2,UntN_TZ_2_00011,ul-hi
UntN TZ 2,UntN_TZ_2_00012,i
UntN TZ 2,UntN_TZ_2_00013,a-ha-a
UntN TZ 2,UntN_TZ_2_00014,ku-ši-ih
UntN TZ 2,UntN_TZ_2_00015,dingir-gal
UntN TZ 2,UntN_TZ_2_00016,a-ak
UntN TZ 2,UntN_TZ_2_00017,(d)in-šu-uš-na-ak
UntN TZ 2,UntN_TZ_2_00018,si-ia-an-ku-uk-pa
UntN TZ 2,UntN_TZ_2_00019,a-pu
UntN TZ 2,UntN_TZ_2_00020,u2
UntN TZ 2,UntN_TZ_2_00021,du-ni-ih
UntN TZ 2,UntN_TZ_2_00022,hu-ut-tak-ha-li-ik
UntN TZ 2,UntN_TZ_2_00023,u2-me
UntN TZ 2,UntN_TZ_2_00024,dingir-gal
UntN TZ 2,UntN_TZ_2_00025,(d)in-šu-uš-na-ak
UntN TZ 2,UntN_TZ_2_00026,si-ia-an-ku-uk-pa
UntN TZ 2,UntN_TZ_2_00027,li-na
UntN TZ 2,UntN_TZ_2_00028,te-la-ak-ni
UntN TZ 2,UntN_TZ_2_00029,si-ia-an
UntN TZ 2,UntN_TZ_2_00030,ap-pa
UntN TZ 2,UntN_TZ_2_00031,ku-ši-ih-ma
UntN TZ 2,UntN_TZ_2_00032,pi-el
UntN TZ 2,UntN_TZ_2_00033,ki-it-ti-im-ma
UntN TZ 2,UntN_TZ_2_00034,na-a
UntN TZ 2,UntN_TZ_2_00035,me-lu-uk-ra
UntN TZ 2,UntN_TZ_2_00036,dingir-gal
UntN TZ 2,UntN_TZ_2_00037,a-ak
UntN TZ 2,UntN_TZ_2_00038,(d)in-šu-uš-na-ak
UntN TZ 2,UntN_TZ_2_00039,si-ia-an-ku-uk-pa
UntN TZ 2,UntN_TZ_2_00040,gi-ri-na
UntN TZ 2,UntN_TZ_2_00041,hi-ih-li
UntN TZ 3,UntN_TZ_3_00001,u2
UntN TZ 3,UntN_TZ_3_00002,(m)un-taš-dingir-gal
UntN TZ 3,UntN_TZ_3_00003,ša-ak
UntN TZ 3,UntN_TZ_3_00004,(md)hu-ban-nu-me-na-gi
UntN TZ 3,UntN_TZ_3_00005,su-un-ki-ik
UntN TZ 3,UntN_TZ_3_00006,an-za-an
UntN TZ 3,UntN_TZ_3_00007,šu-šu-un-ka
UntN TZ 3,UntN_TZ_3_00008,ul-hi
UntN TZ 3,UntN_TZ_3_00009,i
UntN TZ 3,UntN_TZ_3_00010,la-ni-ia
UntN TZ 3,UntN_TZ_3_00011,ku-ši-ih
UntN TZ 3,UntN_TZ_3_00012,dingir-gal
UntN TZ 3,UntN_TZ_3_00013,a-ak
UntN TZ 3,UntN_TZ_3_00014,(d)in-šu-uš-na-ak
UntN TZ 3,UntN_TZ_3_00015,si-ia-an-ku-uk-pa
UntN TZ 3,UntN_TZ_3_00016,a-pu
UntN TZ 3,UntN_TZ_3_00017,u2
UntN TZ 3,UntN_TZ_3_00018,du-ni-ih
UntN TZ 3,UntN_TZ_3_00019,hu-ut-tak-ha-li-ik
UntN TZ 3,UntN_TZ_3_00020,u2-me
UntN TZ 3,UntN_TZ_3_00021,dingir-gal
UntN TZ 3,UntN_TZ_3_00022,(d)in-šu-uš-na-ak
UntN TZ 3,UntN_TZ_3_00023,ul-li-na
UntN TZ 3,UntN_TZ_3_00024,te-la-ak-ni
UntN TZ 3,UntN_TZ_3_00025,si-ia-an
UntN TZ 3,UntN_TZ_3_00026,ku-ši-ih-ma
UntN TZ 3,UntN_TZ_3_00027,pi-el
UntN TZ 3,UntN_TZ_3_00028,ki-it-ti-im-ma
UntN TZ 3,UntN_TZ_3_00029,na-a
UntN TZ 3,UntN_TZ_3_00030,me-lu-uk-ra
UntN TZ 3,UntN_TZ_3_00031,dingir-gal
UntN TZ 3,UntN_TZ_3_00032,a-ak
UntN TZ 3,UntN_TZ_3_00033,(d)in-šu-uš-na-ak
UntN TZ 3,UntN_TZ_3_00034,si-ia-an-ku-uk-pa
UntN TZ 3,UntN_TZ_3_00035,gi-ri-na
UntN TZ 3,UntN_TZ_3_00036,hi-ih-li
UntN TZ 3,UntN_TZ_3_00037,ak-ka
UntN TZ 3,UntN_TZ_3_00038,ul-hi
UntN TZ 3,UntN_TZ_3_00039,i
UntN TZ 3,UntN_TZ_3_00040,me-el-ka-an-ra
UntN TZ 3,UntN_TZ_3_00041,a-ak
UntN TZ 3,UntN_TZ_3_00042,u2-pa-ti-pi
UntN TZ 3,UntN_TZ_3_00043,la-ni-e
UntN TZ 3,UntN_TZ_3_00044,pa-ka-an-ra
UntN TZ 3,UntN_TZ_3_00045,ha-at
UntN TZ 3,UntN_TZ_3_00046,dingir-gal
UntN TZ 3,UntN_TZ_3_00047,a-ak
UntN TZ 3,UntN_TZ_3_00048,(d)in-šu-uš-na-ak
UntN TZ 3,UntN_TZ_3_00049,si-ia-an-ku-uk-pa-ri
UntN TZ 3,UntN_TZ_3_00050,uk-ku-ri
UntN TZ 3,UntN_TZ_3_00051,ir
UntN TZ 3,UntN_TZ_3_00052,ta-ak-ni
UntN TZ 3,UntN_TZ_3_00053,(d)na-ah-hu-un-te-ir
UntN TZ 3,UntN_TZ_3_00054,ša-ra-ra
UntN TZ 3,UntN_TZ_3_00055,pa-ar
UntN TZ 3,UntN_TZ_3_00056,a-ni
UntN TZ 3,UntN_TZ_3_00057,ku-tu4-un
UntN TZ 4,UntN_TZ_4_00001,u2
UntN TZ 4,UntN_TZ_4_00002,(m)un-taš-dingir-gal
UntN TZ 4,UntN_TZ_4_00003,ša-ak
UntN TZ 4,UntN_TZ_4_00004,(d)hu-ban-um-me-en-na-ki
UntN TZ 4,UntN_TZ_4_00005,su-un-ki-ik
UntN TZ 4,UntN_TZ_4_00006,an-za-an
UntN TZ 4,UntN_TZ_4_00007,šu-šu-un-ka
UntN TZ 4,UntN_TZ_4_00008,ta-ak-me
UntN TZ 4,UntN_TZ_4_00009,u2-me
UntN TZ 4,UntN_TZ_4_00010,tu4-ur
UntN TZ 4,UntN_TZ_4_00011,hi-ih
UntN TZ 4,UntN_TZ_4_00012,si-it-me
UntN TZ 4,UntN_TZ_4_00013,u2-me
UntN TZ 4,UntN_TZ_4_00014,šu-ul-lu-me-en-ga
UntN TZ 4,UntN_TZ_4_00015,az-ki-it
UntN TZ 4,UntN_TZ_4_00016,tu4-ur
UntN TZ 4,UntN_TZ_4_00017,sah-ri
UntN TZ 4,UntN_TZ_4_00018,hu-šu-ia
UntN TZ 4,UntN_TZ_4_00019,in-gi
UntN TZ 4,UntN_TZ_4_00020,hi-en-ga
UntN TZ 4,UntN_TZ_4_00021,in-di-ig-ga
UntN TZ 4,UntN_TZ_4_00022,a-gi
UntN TZ 4,UntN_TZ_4_00023,si-ia-an
UntN TZ 4,UntN_TZ_4_00024,u2-pa-at
UntN TZ 4,UntN_TZ_4_00025,hu-us-si-ip-me
UntN TZ 4,UntN_TZ_4_00026,ku-ši-ih
UntN TZ 4,UntN_TZ_4_00027,(d)in-šu-uš-na-ak
UntN TZ 4,UntN_TZ_4_00028,si-ia-an-ku-uk-ra
UntN TZ 4,UntN_TZ_4_00029,in
UntN TZ 4,UntN_TZ_4_00030,tu4-ni-ih
UntN TZ 4,UntN_TZ_4_00031,hu-ut-tak-ha-li-ik
UntN TZ 4,UntN_TZ_4_00032,u2-me
UntN TZ 4,UntN_TZ_4_00033,(d)in-šu-uš-na-ak
UntN TZ 4,UntN_TZ_4_00034,ul-li-na
UntN TZ 4,UntN_TZ_4_00035,te-la-ak
UntN TZ 5,UntN_TZ_5_00001,u2
UntN TZ 5,UntN_TZ_5_00002,un-taš-dingir-gal
UntN TZ 5,UntN_TZ_5_00003,ša-ak
UntN TZ 5,UntN_TZ_5_00004,(d)hu-ban-nu-me-na-gi
UntN TZ 5,UntN_TZ_5_00005,zu-un-ki-ik
UntN TZ 5,UntN_TZ_5_00006,an-za-an
UntN TZ 5,UntN_TZ_5_00007,šu-šu-un-ka
UntN TZ 5,UntN_TZ_5_00008,ma-šu-um
UntN TZ 5,UntN_TZ_5_00009,pi-it-te-ka
UntN TZ 5,UntN_TZ_5_00010,si-ia-an-ku-uk
UntN TZ 5,UntN_TZ_5_00011,a-ha-an
UntN TZ 5,UntN_TZ_5_00012,ku-ši-ih
UntN TZ 5,UntN_TZ_5_00013,pi-el
UntN TZ 5,UntN_TZ_5_00014,ki-it-ti-im-ma
UntN TZ 5,UntN_TZ_5_00015,na-a
UntN TZ 5,UntN_TZ_5_00016,me-lu-uk-ra
UntN TZ 5,UntN_TZ_5_00017,zu-un-ki-me
UntN TZ 5,UntN_TZ_5_00018,tu4-ur
UntN TZ 5,UntN_TZ_5_00019,hi-ih
UntN TZ 5,UntN_TZ_5_00020,zi-it-me
UntN TZ 5,UntN_TZ_5_00021,hi-en-ka
UntN TZ 5,UntN_TZ_5_00022,in-ti-ik-ka
UntN TZ 5,UntN_TZ_5_00023,a-gi
UntN TZ 5,UntN_TZ_5_00024,šu-un-šu-ir-pi
UntN TZ 5,UntN_TZ_5_00025,ku-ši-ih
UntN TZ 5,UntN_TZ_5_00026,dingir-gal
UntN TZ 5,UntN_TZ_5_00027,a-ak
UntN TZ 5,UntN_TZ_5_00028,(d)in-šu-ši-na-ak
UntN TZ 5,UntN_TZ_5_00029,si-ia-an-ku-uk-pa
UntN TZ 5,UntN_TZ_5_00030,du-ni-ih
UntN TZ 5,UntN_TZ_5_00031,hu-ut-tak-ha-li-ik
UntN TZ 5,UntN_TZ_5_00032,u2-me
UntN TZ 5,UntN_TZ_5_00033,dingir-gal
UntN TZ 5,UntN_TZ_5_00034,a-ak
UntN TZ 5,UntN_TZ_5_00035,(d)in-šu-ši-na-ak
UntN TZ 5,UntN_TZ_5_00036,si-ia-an-ku-uk-pa
UntN TZ 5,UntN_TZ_5_00037,li-na
UntN TZ 5,UntN_TZ_5_00038,te-la-ak-ni
UntN TZ 6,UntN_TZ_6_00001,u3
UntN TZ 6,UntN_TZ_6_00002,(m)un-taš-dingir-gal
UntN TZ 6,UntN_TZ_6_00003,ša-ak
UntN TZ 6,UntN_TZ_6_00004,(d)hu-ba-nu-me-en-na-ki
UntN TZ 6,UntN_TZ_6_00005,su-un-ki-ik
UntN TZ 6,UntN_TZ_6_00006,an-za-an
UntN TZ 6,UntN_TZ_6_00007,šu-šu-un-ka
UntN TZ 6,UntN_TZ_6_00008,ta-ak-me
UntN TZ 6,UntN_TZ_6_00009,u2-me
UntN TZ 6,UntN_TZ_6_00010,tu4-ur
UntN TZ 6,UntN_TZ_6_00011,hi-ih
UntN TZ 6,UntN_TZ_6_00012,si-it-me
UntN TZ 6,UntN_TZ_6_00013,u2-me
UntN TZ 6,UntN_TZ_6_00014,šu-lu-me-ka
UntN TZ 6,UntN_TZ_6_00015,az-ki-it
UntN TZ 6,UntN_TZ_6_00016,tu4-ur
UntN TZ 6,UntN_TZ_6_00017,sah-ri
UntN TZ 6,UntN_TZ_6_00018,hu-šu-a
UntN TZ 6,UntN_TZ_6_00019,in-gi
UntN TZ 6,UntN_TZ_6_00020,hi-en-ka
UntN TZ 6,UntN_TZ_6_00021,in-di-ik-ka
UntN TZ 6,UntN_TZ_6_00022,a-gi
UntN TZ 6,UntN_TZ_6_00023,si-a-an
UntN TZ 6,UntN_TZ_6_00024,u2-pa-at
UntN TZ 6,UntN_TZ_6_00025,hu-us-si-ip-me
UntN TZ 6,UntN_TZ_6_00026,ku-ši-ih
UntN TZ 6,UntN_TZ_6_00027,(d)ki-ri-ri-ša
UntN TZ 6,UntN_TZ_6_00028,si-a-an-ku-uk-ra
UntN TZ 6,UntN_TZ_6_00029,in
UntN TZ 6,UntN_TZ_6_00030,tu4-ni-ih
UntN TZ 6,UntN_TZ_6_00031,hu-ut-tak-ha-li-ik
UntN TZ 6,UntN_TZ_6_00032,u2-me
UntN TZ 6,UntN_TZ_6_00033,(d)ki-ri-ri-ša
UntN TZ 6,UntN_TZ_6_00034,li-na
UntN TZ 6,UntN_TZ_6_00035,te-la-ak-ni
UntN TZ 7,UntN_TZ_7_00001,u3
UntN TZ 7,UntN_TZ_7_00002,(m)un-taš-dingir-gal
UntN TZ 7,UntN_TZ_7_00003,ša-ak
UntN TZ 7,UntN_TZ_7_00004,(d)hu-um-ban-nu-me-na-gi
UntN TZ 7,UntN_TZ_7_00005,su-un-ki-ik
UntN TZ 7,UntN_TZ_7_00006,an-za-an
UntN TZ 7,UntN_TZ_7_00007,šu-šu-un-ka
UntN TZ 7,UntN_TZ_7_00008,si-ia-an
UntN TZ 7,UntN_TZ_7_00009,u2-pa-at
UntN TZ 7,UntN_TZ_7_00010,hu-us-si-ip-me
UntN TZ 7,UntN_TZ_7_00011,ku-ši-ih
UntN TZ 7,UntN_TZ_7_00012,(d)iš-ni-ka-ra-ab2
UntN TZ 7,UntN_TZ_7_00013,si-ia-an-ku-uk-ra
UntN TZ 7,UntN_TZ_7_00014,in
UntN TZ 7,UntN_TZ_7_00015,du-ni-ih
UntN TZ 8,UntN_TZ_8_00001,u3
UntN TZ 8,UntN_TZ_8_00002,(m)un-taš-dingir-gal
UntN TZ 8,UntN_TZ_8_00003,ša-ak
UntN TZ 8,UntN_TZ_8_00004,(d)hu-ban-nu-me-en-na-ki
UntN TZ 8,UntN_TZ_8_00005,su-un-ki-ik
UntN TZ 8,UntN_TZ_8_00006,an-za-an
UntN TZ 8,UntN_TZ_8_00007,šu-šu-un-ka
UntN TZ 8,UntN_TZ_8_00008,ta-ak-me
UntN TZ 8,UntN_TZ_8_00009,u2-me
UntN TZ 8,UntN_TZ_8_00010,tu4-ur
UntN TZ 8,UntN_TZ_8_00011,hi-ih
UntN TZ 8,UntN_TZ_8_00012,si-it-me
UntN TZ 8,UntN_TZ_8_00013,u2-me
UntN TZ 8,UntN_TZ_8_00014,šu-ul-lu-me-ka
UntN TZ 8,UntN_TZ_8_00015,az-ki-it
UntN TZ 8,UntN_TZ_8_00016,tu4-ur
UntN TZ 8,UntN_TZ_8_00017,sah-ri
UntN TZ 8,UntN_TZ_8_00018,hu-šu-ia
UntN TZ 8,UntN_TZ_8_00019,in-gi
UntN TZ 8,UntN_TZ_8_00020,hi-en-ka
UntN TZ 8,UntN_TZ_8_00021,in-di-ik-ka
UntN TZ 8,UntN_TZ_8_00022,a-gi
UntN TZ 8,UntN_TZ_8_00023,si-ia-an
UntN TZ 8,UntN_TZ_8_00024,ta-li-in
UntN TZ 8,UntN_TZ_8_00025,ku-ši-ih
UntN TZ 8,UntN_TZ_8_00026,dingir-gal
UntN TZ 8,UntN_TZ_8_00027,si-ia-an-ku-uk-ra
UntN TZ 8,UntN_TZ_8_00028,in
UntN TZ 8,UntN_TZ_8_00029,du-ni-ih
UntN TZ 8,UntN_TZ_8_00030,1
UntN TZ 8,UntN_TZ_8_00031,šu-uh-tir
UntN TZ 8,UntN_TZ_8_00032,ir
UntN TZ 8,UntN_TZ_8_00033,ta-ah
UntN TZ 8,UntN_TZ_8_00034,hu-ut-tak-ha-li-ik
UntN TZ 8,UntN_TZ_8_00035,u2-me
UntN TZ 8,UntN_TZ_8_00036,dingir-gal
UntN TZ 8,UntN_TZ_8_00037,ul-li-na
UntN TZ 8,UntN_TZ_8_00038,te-la-ak-ni
UntN TZ 9,UntN_TZ_9_00001,missing
UntN TZ 10,UntN_TZ_10_00001,u2
UntN TZ 10,UntN_TZ_10_00002,(m)un-taš-dingir-gal
UntN TZ 10,UntN_TZ_10_00003,ša-ak
UntN TZ 10,UntN_TZ_10_00004,(md)hu-um-ban-nu-me-na-gi
UntN TZ 10,UntN_TZ_10_00005,su-un-ki-ik
UntN TZ 10,UntN_TZ_10_00006,an-za-an
UntN TZ 10,UntN_TZ_10_00007,šu-šu-un-ka
UntN TZ 10,UntN_TZ_10_00008,si-ia-an
UntN TZ 10,UntN_TZ_10_00009,a-lu-mi-im-ma
UntN TZ 10,UntN_TZ_10_00010,u2-pa-at
UntN TZ 10,UntN_TZ_10_00011,hu-us-si-ip-me
UntN TZ 10,UntN_TZ_10_00012,ku-ši-ih
UntN TZ 10,UntN_TZ_10_00013,(d)pi-ni-gir3
UntN TZ 10,UntN_TZ_10_00014,in
UntN TZ 10,UntN_TZ_10_00015,du-ni-ih
UntN TZ 11,UntN_TZ_11_00001,u2
UntN TZ 11,UntN_TZ_11_00002,(m)un-taš-dingir-gal
UntN TZ 11,UntN_TZ_11_00003,ša-ak
UntN TZ 11,UntN_TZ_11_00004,(md)hu-um-ban-nu-me-na-gi
UntN TZ 11,UntN_TZ_11_00005,zu-un-ki-ik
UntN TZ 11,UntN_TZ_11_00006,an-za-an
UntN TZ 11,UntN_TZ_11_00007,šu-šu-un-ka
UntN TZ 11,UntN_TZ_11_00008,si-ia-an
UntN TZ 11,UntN_TZ_11_00009,si-li-in
UntN TZ 11,UntN_TZ_11_00010,u2-pa-at
UntN TZ 11,UntN_TZ_11_00011,hu-us-si-ip-me
UntN TZ 11,UntN_TZ_11_00012,ku-ši-ih
UntN TZ 11,UntN_TZ_11_00013,(d)im
UntN TZ 11,UntN_TZ_11_00014,a-ak
UntN TZ 11,UntN_TZ_11_00015,(d)ša-la
UntN TZ 11,UntN_TZ_11_00016,in
UntN TZ 11,UntN_TZ_11_00017,du-ni-ih
UntN TZ 12,UntN_TZ_12_00001,u2
UntN TZ 12,UntN_TZ_12_00002,(m)un-taš-dingir-gal
UntN TZ 12,UntN_TZ_12_00003,ša-ak
UntN TZ 12,UntN_TZ_12_00004,(md)hu-um-ban-nu-me-na-gi
UntN TZ 12,UntN_TZ_12_00005,su-un-ki-ik
UntN TZ 12,UntN_TZ_12_00006,an-za-an
UntN TZ 12,UntN_TZ_12_00007,šu-šu-un-ka
UntN TZ 12,UntN_TZ_12_00008,si-ia-an
UntN TZ 12,UntN_TZ_12_00009,ki-ni-in
UntN TZ 12,UntN_TZ_12_00010,u2-pa-at
UntN TZ 12,UntN_TZ_12_00011,hu-us-si-ip-me
UntN TZ 12,UntN_TZ_12_00012,ku-ši-ih
UntN TZ 12,UntN_TZ_12_00013,(d)ši-mut
UntN TZ 12,UntN_TZ_12_00014,a-ak
UntN TZ 12,UntN_TZ_12_00015,(d)nin-a-li
UntN TZ 12,UntN_TZ_12_00016,in
UntN TZ 12,UntN_TZ_12_00017,du-ni-ih
UntN TZ 13,UntN_TZ_13_00001,u2
UntN TZ 13,UntN_TZ_13_00002,(m)un-taš-dingir-gal
UntN TZ 13,UntN_TZ_13_00003,ša-ak
UntN TZ 13,UntN_TZ_13_00004,(md)hu-um-ban-nu-me-na-gi
UntN TZ 13,UntN_TZ_13_00005,zu-un-ki-ik
UntN TZ 13,UntN_TZ_13_00006,an-za-an
UntN TZ 13,UntN_TZ_13_00007,šu-šu-un-ka
UntN TZ 13,UntN_TZ_13_00008,si-ir-ha-al-te
UntN TZ 13,UntN_TZ_13_00009,u2-pa-at
UntN TZ 13,UntN_TZ_13_00010,hu-us-si-ip-me
UntN TZ 13,UntN_TZ_13_00011,ku-ši-ih
UntN TZ 13,UntN_TZ_13_00012,(d)na-ap-ra-te-ip
UntN TZ 13,UntN_TZ_13_00013,nu-ul-ki-ip-pi
UntN TZ 13,UntN_TZ_13_00014,in
UntN TZ 13,UntN_TZ_13_00015,du-ni-ih
UntN TZ 13a,UntN_TZ_13a_00001,u2
UntN TZ 13a,UntN_TZ_13a_00002,(m)un-taš-dingir-gal
UntN TZ 13a,UntN_TZ_13a_00003,ša-ak
UntN TZ 13a,UntN_TZ_13a_00004,(md)hu-um-ban-nu-me-na-gi
UntN TZ 13a,UntN_TZ_13a_00005,zu-un-ki-ik
UntN TZ 13a,UntN_TZ_13a_00006,an-za-an
UntN TZ 13a,UntN_TZ_13a_00007,šu-šu-un-ka
UntN TZ 13a,UntN_TZ_13a_00008,si-ia-an
UntN TZ 13a,UntN_TZ_13a_00009,(d)pi-ni-gir3-me
UntN TZ 13a,UntN_TZ_13a_00010,u2-pa-at
UntN TZ 13a,UntN_TZ_13a_00011,hu-us-si-ip-me
UntN TZ 13a,UntN_TZ_13a_00012,ku-ši-ih
UntN TZ 13a,UntN_TZ_13a_00013,(d)pi-ni-gìr
UntN TZ 13a,UntN_TZ_13a_00014,la-an-si-ti-ir
UntN TZ 13a,UntN_TZ_13a_00015,a-ha-ar
UntN TZ 13a,UntN_TZ_13a_00016,mu-ur-tah
UntN TZ 13a,UntN_TZ_13a_00017,hu-ut-tak-ha-li-ik
UntN TZ 13a,UntN_TZ_13a_00018,u2-me
UntN TZ 13a,UntN_TZ_13a_00019,(d)pi-ni-gir3
UntN TZ 13a,UntN_TZ_13a_00020,si-ia-an-ku-uk-ra
UntN TZ 13a,UntN_TZ_13a_00021,li-na
UntN TZ 13a,UntN_TZ_13a_00022,te-la-ak-ni
UntN TZ 14,UntN_TZ_14_00001,u2
UntN TZ 14,UntN_TZ_14_00002,(m)un-taš-dingir-gal
UntN TZ 14,UntN_TZ_14_00003,ša-ak
UntN TZ 14,UntN_TZ_14_00004,(md)hu-um-ban-nu-me-na-gi
UntN TZ 14,UntN_TZ_14_00005,zu-un-ki-ik
UntN TZ 14,UntN_TZ_14_00006,an-za-an
UntN TZ 14,UntN_TZ_14_00007,šu-šu-un-ka
UntN TZ 14,UntN_TZ_14_00008,si-ia-an
UntN TZ 14,UntN_TZ_14_00009,hu-ni-in
UntN TZ 14,UntN_TZ_14_00010,u2-pa-at
UntN TZ 14,UntN_TZ_14_00011,hu-us-si-ip-me
UntN TZ 14,UntN_TZ_14_00012,ku-ši-ih
UntN TZ 14,UntN_TZ_14_00013,(d)hi-iš-mi-ti-ik
UntN TZ 14,UntN_TZ_14_00014,a-ak
UntN TZ 14,UntN_TZ_14_00015,(d)ru-hu-ra-te-ir
